"method_1","analysis_type","cluster_id_1","candidate_key_1","n_exons_1","n_subjects_1","n_events_1","diameter_1d_1","diameter_3d_1","p_1d_joint_1","p_3d_joint_1","p_any_joint_1","hotspot_class_1","significant_1d_1","significant_3d_1","significant_any_1","compactness_testable_1","method_2","matched_cluster_id_2","matched_candidate_key_2","matched_n_exons_2","matched_n_subjects_2","matched_n_events_2","matched_diameter_1d_2","matched_diameter_3d_2","matched_p_1d_joint_2","matched_p_3d_joint_2","matched_p_any_joint_2","matched_hotspot_class_2","matched_significant_1d_2","matched_significant_3d_2","matched_significant_any_2","matched_compactness_testable_2","jaccard_similarity","exact_match","significance_agrees","hotspot_class_agrees"
"ward.D2","GAIN","GAIN_cluster_0017","6",1,3,3,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","GAIN_cluster_0017","6",1,3,3,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","GAIN","GAIN_cluster_0018","7",1,4,4,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","GAIN_cluster_0018","7",1,4,4,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","GAIN","GAIN_cluster_0019","8",1,3,3,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","GAIN_cluster_0019","8",1,3,3,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","GAIN","GAIN_cluster_0020","9",1,3,3,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","GAIN_cluster_0020","9",1,3,3,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","GAIN","GAIN_cluster_0021","1;2",2,2,3,1,5.09284759901451,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,"complete","GAIN_cluster_0021","1;2",2,2,3,1,5.09284759901451,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0001","2;5",2,97,111,3,4.48506255785825,0.0769230769230769,0.0769230769230769,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0001","2;5",2,97,111,3,4.48506255785825,0.0769230769230769,0.0769230769230769,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0002","3;4",2,95,107,1,5.5594506259578,0.0769230769230769,0.5,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0002","3;4",2,95,107,1,5.5594506259578,0.0769230769230769,0.5,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0003","6;9",2,60,61,3,4.77930080439185,0.730769230769231,0.5,0.5,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0003","6;9",2,60,61,3,4.77930080439185,0.730769230769231,0.5,0.5,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0004","1;2",2,89,92,1,5.09284759901451,0.5,0.884615384615385,0.5,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0004","1;2",2,89,92,1,5.09284759901451,0.5,0.884615384615385,0.5,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0005","6;7;8;9",4,61,62,3,8.87616612257633,0.730769230769231,0.730769230769231,0.730769230769231,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0005","6;7;8;9",4,61,62,3,8.87616612257633,0.730769230769231,0.730769230769231,0.730769230769231,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0006","7;8",2,59,59,1,4.50447228016122,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0006","7;8",2,59,59,1,4.50447228016122,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0007","5;6",2,79,85,1,5.15928912557371,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0007","5;6",2,79,85,1,5.15928912557371,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0008","7;8;9",3,59,60,2,8.87616612257633,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0008","7;8;9",3,59,60,2,8.87616612257633,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0009","5;6;7;8;9",5,80,87,4,10.1592312730255,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"complete","ALL_CNA_cluster_0009","5;6;7;8;9",5,80,87,4,10.1592312730255,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0010","1",1,23,23,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0010","1",1,23,23,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0011","2",1,83,83,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0011","2",1,83,83,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0012","3",1,81,81,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0012","3",1,81,81,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0013","4",1,78,78,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0013","4",1,78,78,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0014","5",1,78,78,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0014","5",1,78,78,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0015","6",1,60,60,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0015","6",1,60,60,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0016","7",1,59,59,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0016","7",1,59,59,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0017","8",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0017","8",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0018","9",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0018","9",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0019","1;2;5",3,102,120,4,5.2305078957644,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0019","1;2;5",3,102,120,4,5.2305078957644,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0020","1;2;3;4",4,102,121,3,15.9159444173143,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0020","1;2;3;4",4,102,121,3,15.9159444173143,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0021","1;2;3;4;5",5,102,121,4,15.9159444173143,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0021","1;2;3;4;5",5,102,121,4,15.9159444173143,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","ALL_CNA","ALL_CNA_cluster_0022","1;2;3;4;5;6;7;8;9",9,104,130,8,28.5615062085365,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,"complete","ALL_CNA_cluster_0022","1;2;3;4;5;6;7;8;9",9,104,130,8,28.5615062085365,NA,NA,NA,"Multi-exon compactness not testable: invariant null",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0001","2;5",2,32,32,3,4.48506255785825,0.153846153846154,0.0769230769230769,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0001","2;5",2,32,32,3,4.48506255785825,0.153846153846154,0.0769230769230769,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0002","1;2;5",3,33,33,4,5.2305078957644,0.153846153846154,0.0769230769230769,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0002","1;2;5",3,33,33,4,5.2305078957644,0.153846153846154,0.0769230769230769,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0003","3;4",2,31,31,1,5.5594506259578,0.0769230769230769,0.153846153846154,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0003","3;4",2,31,31,1,5.5594506259578,0.0769230769230769,0.153846153846154,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0004","1;2;3;4",4,33,33,3,15.9159444173143,0.0769230769230769,0.153846153846154,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0004","1;2;3;4",4,33,33,3,15.9159444173143,0.0769230769230769,0.153846153846154,0.0769230769230769,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0005","1;2;3;4;5",5,33,33,4,15.9159444173143,0.153846153846154,0.153846153846154,0.153846153846154,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0005","1;2;3;4;5",5,33,33,4,15.9159444173143,0.153846153846154,0.153846153846154,0.153846153846154,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0006","1;2",2,27,27,1,5.09284759901451,0.538461538461538,0.461538461538462,0.461538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0006","1;2",2,27,27,1,5.09284759901451,0.538461538461538,0.461538461538462,0.461538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0007","7;8",2,14,14,1,4.50447228016122,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0007","7;8",2,14,14,1,4.50447228016122,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0008","6;9",2,15,15,3,4.77930080439185,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0008","6;9",2,15,15,3,4.77930080439185,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0009","5;6",2,19,20,1,5.15928912557371,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0009","5;6",2,19,20,1,5.15928912557371,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0010","6;7;8;9",4,15,15,3,8.87616612257633,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0010","6;7;8;9",4,15,15,3,8.87616612257633,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0011","7;8;9",3,15,15,2,8.87616612257633,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0011","7;8;9",3,15,15,2,8.87616612257633,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0012","5;6;7;8;9",5,20,21,4,10.1592312730255,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0012","5;6;7;8;9",5,20,21,4,10.1592312730255,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0013","1;2;3;4;5;6;7;8;9",9,34,35,8,28.5615062085365,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HOMDEL_cluster_0013","1;2;3;4;5;6;7;8;9",9,34,35,8,28.5615062085365,1,1,1,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0014","1",1,3,3,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0014","1",1,3,3,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0015","2",1,26,26,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0015","2",1,26,26,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0016","3",1,25,25,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0016","3",1,25,25,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0017","4",1,19,19,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0017","4",1,19,19,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0018","5",1,19,19,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0018","5",1,19,19,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0019","6",1,14,14,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0019","6",1,14,14,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0020","7",1,14,14,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0020","7",1,14,14,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0021","8",1,14,14,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0021","8",1,14,14,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HOMDEL","HOMDEL_cluster_0022","9",1,15,15,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HOMDEL_cluster_0022","9",1,15,15,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0001","2;5",2,73,76,3,4.48506255785825,0.115384615384615,0.115384615384615,0.115384615384615,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0001","2;5",2,73,76,3,4.48506255785825,0.115384615384615,0.115384615384615,0.115384615384615,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0002","1;2;5",3,77,82,4,5.2305078957644,0.307692307692308,0.115384615384615,0.115384615384615,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0002","1;2;5",3,77,82,4,5.2305078957644,0.307692307692308,0.115384615384615,0.115384615384615,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0003","1;2;3;4",4,77,83,3,15.9159444173143,0.115384615384615,0.307692307692308,0.115384615384615,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0003","1;2;3;4",4,77,83,3,15.9159444173143,0.115384615384615,0.307692307692308,0.115384615384615,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0004","3;4",2,71,73,1,5.5594506259578,0.115384615384615,0.653846153846154,0.115384615384615,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0004","3;4",2,71,73,1,5.5594506259578,0.115384615384615,0.653846153846154,0.115384615384615,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0005","1;2;3;4;5",5,77,83,4,15.9159444173143,0.307692307692308,0.307692307692308,0.307692307692308,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0005","1;2;3;4;5",5,77,83,4,15.9159444173143,0.307692307692308,0.307692307692308,0.307692307692308,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0006","1;2",2,61,62,1,5.09284759901451,0.923076923076923,0.576923076923077,0.576923076923077,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0006","1;2",2,61,62,1,5.09284759901451,0.923076923076923,0.576923076923077,0.576923076923077,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0007","5;6",2,60,61,1,5.15928912557371,0.807692307692308,0.807692307692308,0.807692307692308,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0007","5;6",2,60,61,1,5.15928912557371,0.807692307692308,0.807692307692308,0.807692307692308,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0008","5;6;7;8;9",5,60,61,4,10.1592312730255,0.846153846153846,0.846153846153846,0.846153846153846,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0008","5;6;7;8;9",5,60,61,4,10.1592312730255,0.846153846153846,0.846153846153846,0.846153846153846,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0009","7;8",2,41,41,1,4.50447228016122,0.923076923076923,0.923076923076923,0.923076923076923,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0009","7;8",2,41,41,1,4.50447228016122,0.923076923076923,0.923076923076923,0.923076923076923,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0010","7;8;9",3,41,41,2,8.87616612257633,0.923076923076923,0.923076923076923,0.923076923076923,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0010","7;8;9",3,41,41,2,8.87616612257633,0.923076923076923,0.923076923076923,0.923076923076923,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0011","6;9",2,43,43,3,4.77930080439185,0.961538461538462,0.923076923076923,0.923076923076923,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0011","6;9",2,43,43,3,4.77930080439185,0.961538461538462,0.923076923076923,0.923076923076923,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0012","6;7;8;9",4,43,43,3,8.87616612257633,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,"average","HETDEL_cluster_0012","6;7;8;9",4,43,43,3,8.87616612257633,0.961538461538462,0.961538461538462,0.961538461538462,"Weak clustering evidence",FALSE,FALSE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0013","1",1,18,18,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0013","1",1,18,18,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0014","2",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0014","2",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0015","3",1,54,54,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0015","3",1,54,54,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0016","4",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0016","4",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0017","5",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0017","5",1,56,56,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0018","6",1,43,43,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0018","6",1,43,43,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0019","7",1,41,41,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0019","7",1,41,41,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0020","8",1,39,39,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0020","8",1,39,39,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
"ward.D2","HETDEL","HETDEL_cluster_0021","9",1,38,38,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,"average","HETDEL_cluster_0021","9",1,38,38,0,0,NA,NA,NA,"Single-exon recurrence assessed separately",FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE
